Data_ID	Sequence_Name	RNA_Size	ORF_Size	Ficket_Score	Hexamer_Score	Coding_Probability	Coding_Label
0	TCONS_00027519 	1856	165	0.6986	0.0720095554176	0.022859720824453	no
1	TCONS_00027520 	1625	327	0.7214	0.0837760964779	0.13700283189966	no
2	TCONS_00027521 	760	75	0.8938	-0.103056225684	0.0054628220218516	no
3	TCONS_00027522 	1798	345	0.7897	0.0769571199674	0.18441299110321	no
4	TCONS_00027523 	556	183	0.5892	-0.0482354025698	0.0097629477794049	no
5	TCONS_00027524 	643	0	0	0	0.00029273857491688	no
6	TCONS_00027525 	1950	984	0.5068	0.0792975716336	0.98943203381208	yes
7	TCONS_00000487 	4080	387	0.6011	0.0807599341888	0.14948278586529	no
8	TCONS_00000595 	5107	492	0.7108	0.061672384251	0.39003942200604	yes
9	TCONS_00000596 	401	141	0.5979	0.00628816032861	0.0092237640018247	no
10	TCONS_00000593 	4423	492	0.7108	0.061672384251	0.39996401851683	yes
11	TCONS_00000594 	4423	492	0.7108	0.061672384251	0.39996401851683	yes
12	TCONS_00027526 	690	120	0.9224	0.0661874991882	0.02913483946789	no
13	TCONS_00027527 	1107	324	0.8427	0.0408736883164	0.14886450090985	no
14	TCONS_00027528 	562	243	0.7495	-0.121476862696	0.018873713364738	no
15	TCONS_00000874 	2165	258	0.6811	0.0368564841901	0.044975920804292	no
16	TCONS_00000875 	1071	186	0.7974	0.00866758667694	0.026900760843271	no
17	TCONS_00027529 	1397	288	0.5725	-0.120808920391	0.016843218042114	no
18	TCONS_00027530 	1440	120	0.7514	-0.440058482218	0.00059193086421985	no
19	TCONS_00027531 	678	111	0.8376	-0.308816268741	0.0017520589217203	no
20	TCONS_00027532 	7169	273	0.619	-0.138165438043	0.010477856873409	no
21	TCONS_00027533 	618	186	0.543	-0.0924954355107	0.0065088508446164	no
22	TCONS_00027534 	1259	216	0.6105	-0.217879793792	0.0046863952966296	no
23	TCONS_00027535 	550	9	0.4168	-0.527373906748	3.6969540774727E-05	no
24	TCONS_00027536 	501	252	0.6781	-0.282895193214	0.0058234981739927	no
25	TCONS_00027537 	1575	213	0.7754	-0.150752666523	0.011558538284554	no
26	TCONS_00015691 	2620	159	0.7554	-0.064443785844	0.010061006082875	no
27	TCONS_00027538 	1096	87	0.9742	-0.246988090469	0.0030405765411928	no
28	TCONS_00001776 	1379	258	0.6811	-0.0504592654831	0.027004333667467	no
29	TCONS_00001777 	1111	285	0.6613	-0.0548358233131	0.033333174295566	no
30	TCONS_00027539 	1333	159	0.8347	0.00402666156937	0.021676705067549	no
31	TCONS_00027540 	2178	210	1.0161	0.0694688730854	0.090505021758546	no
32	TCONS_00027541 	1175	390	0.5876	0.0991518463902	0.18987452347545	no
33	TCONS_00015887 	5847	243	0.7217	-0.176809797887	0.0087970083365736	no
34	TCONS_00027542 	3497	213	1.0114	-0.154164281901	0.020909297235294	no
35	TCONS_00027543 	2337	123	0.8285	-0.112631586951	0.0063717159470783	no
36	TCONS_00027544 	1204	162	0.7331	-0.305953338085	0.0021606492369826	no
37	TCONS_00027545 	1474	174	0.6881	-0.258001977143	0.0028812985624252	no
38	TCONS_00027546 	1047	117	0.92	-0.284516708146	0.0027775305867247	no
39	TCONS_00002064 	5421	384	0.7431	0.0201064676111	0.1410221413531	no
40	TCONS_00027547 	884	186	0.9558	-0.0307142226215	0.034247027643385	no
41	TCONS_00002065 	3314	384	0.7431	0.0201064676111	0.15724220515496	no
42	TCONS_00002066 	5000	384	0.7431	0.0201064676111	0.14414715882987	no
43	TCONS_00027548 	1901	195	0.8744	-0.00274034442539	0.033091972020304	no
44	TCONS_00027549 	1295	312	0.5702	-0.0251693950149	0.040043632638046	no
45	TCONS_00027550 	696	231	0.7691	-0.0525307515597	0.02733126733214	no
46	TCONS_00027552 	515	237	0.7032	-0.104878617467	0.017143724111386	no
47	TCONS_00027553 	1461	324	0.867	0.114456911554	0.23096854764998	no
48	TCONS_00027554 	857	480	0.6016	-0.0717866169087	0.17608648129782	no
49	TCONS_00027555 	2655	519	0.7515	0.0662501184257	0.53786551724126	yes
50	TCONS_00027556 	2611	186	0.634	-0.091002437624	0.0077421835797244	no
51	TCONS_00027557 	583	132	0.6811	-0.2418159812	0.002104132023701	no
52	TCONS_00027558 	1020	81	0.7714	-0.233576715854	0.0016562222983197	no
53	TCONS_00027559 	3921	375	0.746	-0.0203783350287	0.11192364887504	no
54	TCONS_00027560 	1565	192	0.8728	0.0613622287405	0.048862914488763	no
55	TCONS_00027561 	1379	189	0.7538	-0.124802387645	0.010022839035268	no
56	TCONS_00027562 	2154	198	0.6843	-0.285056377301	0.0029617715475236	no
57	TCONS_00027563 	884	228	0.5914	-0.191689442754	0.0061022589422832	no
58	TCONS_00027564 	1179	102	0.8137	0.0518927250209	0.015270180823364	no
59	TCONS_00027565 	4134	267	0.4391	-0.0888732778427	0.0093005693758913	no
60	TCONS_00027566 	1443	255	0.5145	-0.23374555821	0.0047055740317959	no
61	TCONS_00027569 	1473	258	0.9095	0.06583376104	0.1086457585634	no
62	TCONS_00027570 	915	291	0.6759	-0.0302590498704	0.043839505254425	no
